,SaleID,price
146,150146,521.5806
147,150147,143.20009
148,150148,255.71835
149,150149,123.77451
150,150150,254.57332
151,150151,604.1108
152,150152,96.46017
153,150153,126.53152
154,150154,1369.637
155,150155,242.72665
156,150156,89.87718
157,150157,378.31015
158,150158,150.6337
159,150159,427.15097
160,150160,3014.412
161,150161,128.83888
162,150162,116.67282
163,150163,127.42158
164,150164,157.57907
165,150165,263.51822
166,150166,375.9882
167,150167,259.90253
168,150168,294.8998
169,150169,117.25325
170,150170,262.25418
171,150171,303.26437
172,150172,212.88007
173,150173,573.062
174,150174,194.07796
175,150175,92.66567
176,150176,1503.0045
177,150177,69.968346
178,150178,129.98727
179,150179,204.2811
180,150180,187.03415
181,150181,120.31593
182,150182,463.24387
183,150183,131.00728
184,150184,96.67063
185,150185,91.06929
186,150186,228.16347
187,150187,380.41397
188,150188,301.63095
189,150189,356.70908
190,150190,337.90497
191,150191,63.024273
192,150192,151.47481
193,150193,471.063
194,150194,581.5511
195,150195,96.4785
196,150196,1046.926
197,150197,198.10089
198,150198,369.8484
199,150199,253.00613
200,150200,221.60759
201,150201,-43.389984
202,150202,308.44464
203,150203,87.516335
204,150204,356.55054
205,150205,125.60389
206,150206,522.0602
207,150207,118.41342
208,150208,132.3986
209,150209,275.11734
210,150210,316.37842
211,150211,927.23126
212,150212,299.6991
213,150213,130.10898
214,150214,237.89742
215,150215,63.024273
216,150216,1539.7168
217,150217,267.33243
218,150218,338.88504
219,150219,174.92601
220,150220,175.81685
221,150221,903.1532
222,150222,109.541176
223,150223,246.53404
224,150224,95.13205
225,150225,82.755585
226,150226,391.0536
227,150227,114.82609
228,150228,115.72871
229,150229,126.19479
230,150230,449.4233
231,150231,91.824265
232,150232,-69.03235
233,150233,216.22415
234,150234,128.11664
235,150235,272.87808
236,150236,116.11792
237,150237,115.53361
238,150238,95.28384
239,150239,112.281
240,150240,490.92938
241,150241,146.19847
242,150242,-26.224491
243,150243,232.94414
244,150244,88.93086
245,150245,227.24434
246,150246,206.05316
247,150247,279.56763
248,150248,125.60997
249,150249,220.46826
250,150250,129.91519
251,150251,130.07298
252,150252,827.38324
253,150253,134.09097
254,150254,385.71997
255,150255,51.11246
256,150256,102.406586
257,150257,648.86456
258,150258,675.769
259,150259,223.48299
260,150260,809.0378
261,150261,307.7759
262,150262,143.34276
263,150263,307.88416
264,150264,116.74475
265,150265,219.11607
266,150266,96.71658
267,150267,309.52286
268,150268,181.38545
269,150269,237.40158
270,150270,138.37416
271,150271,214.13873
272,150272,2087.8044
273,150273,1737.2261
274,150274,122.68
275,150275,63.024273
276,150276,342.5183
277,150277,93.39875
278,150278,3948.4915
279,150279,381.235
280,150280,200.23643
281,150281,121.72993
282,150282,89.82224
283,150283,1659.083
284,150284,361.41174
285,150285,33.513405
286,150286,910.9463
287,150287,79.3487
288,150288,115.256805
289,150289,89.87718
290,150290,311.06775
291,150291,1174.4296
292,150292,-69.10578
293,150293,222.6247
294,150294,20.543142
295,150295,132.37093
296,150296,48.161697
297,150297,87.84366
298,150298,281.8121
299,150299,66.94147
300,150300,312.12045
301,150301,1241.8506
302,150302,93.42657
303,150303,378.335
304,150304,122.01043
305,150305,277.4453
306,150306,360.8722
307,150307,1249.8748
308,150308,200.94669
309,150309,170.7335
310,150310,124.491875
311,150311,913.1951
312,150312,25.888243
313,150313,632.2924
314,150314,89.793396
315,150315,176.38623
316,150316,337.09637
317,150317,611.70233
318,150318,-26.63161
319,150319,738.31537
320,150320,265.80817
321,150321,283.07187
322,150322,309.19876
323,150323,739.6166
324,150324,121.61115
325,150325,182.14015
326,150326,89.79063
327,150327,86.561295
328,150328,188.58043
329,150329,481.22797
330,150330,329.88962
331,150331,89.915855
332,150332,3983.9739
333,150333,337.49008
334,150334,70.13098
335,150335,702.509
336,150336,113.952896
337,150337,246.69382
338,150338,233.45589
339,150339,200.81075
340,150340,-17.58483
341,150341,342.5421
342,150342,225.13083
343,150343,241.27641
344,150344,367.80258
345,150345,1063.8452
346,150346,232.6266
347,150347,728.3362
348,150348,218.78453
349,150349,142.21324
350,150350,152.01231
351,150351,537.3106
352,150352,1164.2733
353,150353,138.99658
354,150354,101.92156
355,150355,348.8267
356,150356,197.1642
357,150357,95.01249
358,150358,750.59344
359,150359,575.36755
360,150360,246.24036
361,150361,130.66962
362,150362,211.02498
363,150363,1385.1649
364,150364,110.75395
365,150365,884.4945
366,150366,360.76282
367,150367,1234.0033
368,150368,215.0549
369,150369,143.76218
370,150370,119.400536
371,150371,1090.9965
372,150372,220.97672
373,150373,312.9406
374,150374,350.70746
375,150375,223.99103
376,150376,94.639366
377,150377,481.45657
378,150378,969.041
379,150379,323.6586
380,150380,388.0326
381,150381,337.1737
382,150382,607.1712
383,150383,220.60025
384,150384,250.35332
385,150385,165.65352
386,150386,338.39966
387,150387,369.22775
388,150388,504.79605
389,150389,113.229256
390,150390,62.856953
391,150391,120.04232
392,150392,189.29984
393,150393,227.40756
394,150394,167.08147
395,150395,152.40976
396,150396,154.83536
397,150397,435.6015
398,150398,1808.6287
399,150399,109.64455
400,150400,46.087193
401,150401,464.69144
402,150402,185.42587
403,150403,132.0443
404,150404,590.69775
405,150405,416.111
406,150406,239.15492
407,150407,149.87326
408,150408,-4.5411983
409,150409,1039.4836
410,150410,824.11646
411,150411,249.39258
412,150412,304.57898
413,150413,347.87378
414,150414,643.25946
415,150415,188.24934
416,150416,299.4582
417,150417,221.85185
418,150418,164.98059
419,150419,118.120705
420,150420,802.45166
421,150421,329.88257
422,150422,601.3633
423,150423,125.76088
424,150424,772.24664
425,150425,219.17993
426,150426,376.47787
427,150427,86.95137
428,150428,672.30145
429,150429,547.74146
430,150430,231.9927
431,150431,172.01062
432,150432,91.93034
433,150433,20.194502
434,150434,249.6318
435,150435,2330.8264
436,150436,117.065445
437,150437,113.41242
438,150438,140.60204
439,150439,127.39558
440,150440,116.016594
441,150441,92.33085
442,150442,310.6005
443,150443,306.493
444,150444,527.7519
445,150445,1302.6864
446,150446,877.9638
447,150447,69.92967
448,150448,800.282
449,150449,1416.4066
450,150450,445.24155
451,150451,143.61604
452,150452,412.17126
453,150453,972.79663
454,150454,650.9957
455,150455,-51.74317
456,150456,478.09924
457,150457,171.95291
458,150458,914.85205
459,150459,794.13446
460,150460,221.57158
461,150461,144.57849
462,150462,252.50702
463,150463,348.28516
464,150464,304.41083
465,150465,470.68314
466,150466,152.01231
467,150467,1128.0077
468,150468,379.55493
469,150469,479.54446
470,150470,127.51728
471,150471,369.8185
472,150472,450.09457
473,150473,257.17383
474,150474,142.97388
475,150475,83.536064
476,150476,117.479744
477,150477,388.17432
478,150478,117.00422
479,150479,115.79141
480,150480,337.42722
481,150481,147.07469
482,150482,127.56994
483,150483,237.79982
484,150484,212.75902
485,150485,131.2706
486,150486,117.010254
487,150487,194.61969
488,150488,121.60128
489,150489,128.07982
490,150490,340.4573
491,150491,870.60425
492,150492,466.13275
493,150493,400.55997
494,150494,749.2555
495,150495,740.8703
496,150496,236.5586
497,150497,229.01833
498,150498,4748.694
499,150499,634.2765
500,150500,238.89914
501,150501,474.29272
502,150502,568.8543
503,150503,195.32455
504,150504,233.01775
505,150505,351.73645
506,150506,223.99103
507,150507,203.83781
508,150508,145.33504
509,150509,705.43604
510,150510,365.9115
511,150511,215.6738
512,150512,583.983
513,150513,121.81563
514,150514,114.10387
515,150515,234.10745
516,150516,124.3387
517,150517,116.464264
518,150518,100.567825
519,150519,157.80078
520,150520,370.9315
521,150521,859.4886
522,150522,875.59247
523,150523,1398.7633
524,150524,284.94745
525,150525,876.065
526,150526,116.059586
527,150527,125.60389
528,150528,605.41644
529,150529,266.75217
530,150530,800.87994
531,150531,350.47787
532,150532,603.548
533,150533,180.36472
534,150534,724.21747
535,150535,682.9197
536,150536,398.3817
537,150537,89.98956
538,150538,179.1198
539,150539,339.86624
540,150540,-24.40011
541,150541,87.49591
542,150542,177.48515
543,150543,18.048862
544,150544,491.1849
545,150545,116.84014
546,150546,314.06946
547,150547,250.57321
548,150548,215.36427
549,150549,122.55645
550,150550,235.32753
551,150551,1842.4998
552,150552,572.9663
553,150553,134.30043
554,150554,644.97955
555,150555,319.9072
556,150556,825.5967
557,150557,341.96838
558,150558,276.5481
559,150559,344.19315
560,150560,237.68344
561,150561,267.57507
562,150562,121.92518
563,150563,569.0054
564,150564,8.713115
565,150565,134.57732
566,150566,378.1517
567,150567,134.18803
568,150568,122.92613
569,150569,894.64026
570,150570,128.6598
571,150571,412.545
572,150572,143.19453
573,150573,228.24918
574,150574,438.35922
575,150575,153.22466
576,150576,151.4878
577,150577,95.89552
578,150578,843.5918
579,150579,88.19785
580,150580,369.11847
581,150581,496.1486
582,150582,272.34683
583,150583,233.32019
584,150584,249.23593
585,150585,70.24785
586,150586,1190.0465
587,150587,326.81165
588,150588,92.40208
589,150589,295.4476
590,150590,296.0446
591,150591,329.21527
592,150592,169.75903
593,150593,1073.1477
594,150594,194.35936
595,150595,1028.8636
596,150596,130.29636
597,150597,239.27625
598,150598,246.18077
599,150599,91.05886
600,150600,202.1563
601,150601,223.56558
602,150602,1205.4009
603,150603,575.49097
604,150604,219.54837
605,150605,182.31572
606,150606,285.9852
607,150607,533.2516
608,150608,143.40784
609,150609,121.67763
610,150610,156.65956
611,150611,174.4436
612,150612,476.51538
613,150613,131.42108
614,150614,3157.914
615,150615,93.93714
616,150616,565.2602
617,150617,89.594406
618,150618,213.75307
619,150619,758.3
620,150620,365.58328
621,150621,309.22263
622,150622,731.4242
623,150623,169.70357
624,150624,87.48905
625,150625,364.9916
626,150626,350.95288
627,150627,571.5594
628,150628,103.36919
629,150629,106.89225
630,150630,339.38126
631,150631,287.68066
632,150632,163.11528
633,150633,271.54724
634,150634,89.876656
635,150635,367.27234
636,150636,579.61725
637,150637,89.6244
638,150638,696.9721
639,150639,445.77142
640,150640,132.86125
641,150641,1448.0957
642,150642,851.9603
643,150643,314.26163
644,150644,1475.2273
645,150645,266.7081
646,150646,873.0029
647,150647,301.74423
648,150648,406.6009
649,150649,696.997
650,150650,371.50446
651,150651,144.89359
652,150652,1903.4062
653,150653,109.94804
654,150654,588.76294
655,150655,640.31586
656,150656,117.67093
657,150657,349.22586
658,150658,141.59843
659,150659,542.5263
660,150660,177.65248
661,150661,90.01938
662,150662,-286.8903
663,150663,253.54613
664,150664,914.0971
665,150665,113.812004
666,150666,172.64961
667,150667,307.46106
668,150668,325.58835
669,150669,491.1924
670,150670,306.46698
671,150671,226.58531
672,150672,239.4193
673,150673,349.28006
674,150674,1087.3336
675,150675,365.90945
676,150676,135.88878
677,150677,114.7034
678,150678,235.3727
679,150679,385.76984
680,150680,299.15158
681,150681,1571.2859
682,150682,260.70822
683,150683,424.87717
684,150684,199.78181
685,150685,120.87902
686,150686,557.19293
687,150687,169.69765
688,150688,185.29205
689,150689,122.002075
690,150690,126.3847
691,150691,727.9094
692,150692,110.000404
693,150693,308.02396
694,150694,518.1154
695,150695,25.062931
696,150696,170.54059
697,150697,255.40688
698,150698,2947.8354
699,150699,131.0732
700,150700,474.13318
701,150701,171.8214
702,150702,842.36
703,150703,778.06335
704,150704,386.71036
705,150705,125.64256
706,150706,-211.66568
707,150707,359.5089
708,150708,141.97772
709,150709,159.2369
710,150710,588.72296
711,150711,344.40616
712,150712,617.9375
713,150713,452.051
714,150714,228.39859
715,150715,1018.4685
716,150716,89.915855
717,150717,2976.1074
718,150718,-30.22274
719,150719,414.35648
720,150720,229.29675
721,150721,273.78607
722,150722,221.89584
723,150723,270.36954
724,150724,146.7596
725,150725,121.24751
726,150726,175.7613
727,150727,213.96634
728,150728,2491.3542
729,150729,302.63354
730,150730,382.76892
731,150731,238.43896
732,150732,498.75397
733,150733,203.83722
734,150734,276.22617
735,150735,513.4527
736,150736,224.55174
737,150737,1340.8104
738,150738,440.9079
739,150739,166.69443
740,150740,69.957146
741,150741,261.41083
742,150742,81.10493
743,150743,93.87847
744,150744,144.05412
745,150745,130.56102
746,150746,291.44882
747,150747,122.90119
748,150748,878.1036
749,150749,182.2347
750,150750,123.51248
751,150751,380.10812
752,150752,6287.4795
753,150753,39.35267
754,150754,158.74794
755,150755,161.05173
756,150756,-111.27522
757,150757,1423.4045
758,150758,2788.211
759,150759,96.19886
760,150760,135.76094
761,150761,279.65738
762,150762,113.10203
763,150763,575.25
764,150764,653.0501
765,150765,200.72652
766,150766,136.51086
767,150767,237.29782
768,150768,368.74384
769,150769,294.1236
770,150770,112.23965
771,150771,147.34756
772,150772,57.875984
773,150773,155.5245
774,150774,323.90894
775,150775,263.07712
776,150776,251.99155
777,150777,327.00586
778,150778,325.7247
779,150779,188.18776
780,150780,1390.5348
781,150781,304.47467
782,150782,2435.923
783,150783,127.42158
784,150784,397.1298
785,150785,659.8973
786,150786,612.7879
787,150787,122.89162
788,150788,1089.5948
789,150789,245.2918
790,150790,264.7749
791,150791,623.581
792,150792,204.62825
793,150793,144.61731
794,150794,486.37427
795,150795,225.5554
796,150796,-95.617905
797,150797,392.87952
798,150798,151.87292
799,150799,606.3606
800,150800,180.93723
801,150801,334.61215
802,150802,117.66779
803,150803,783.1124
804,150804,299.1763
805,150805,169.1448
806,150806,714.88763
807,150807,174.51674
808,150808,609.89526
809,150809,151.4631
810,150810,89.87718
811,150811,139.40697
812,150812,143.28897
813,150813,127.84627
814,150814,194.56578
815,150815,157.28471
816,150816,178.58391
817,150817,1634.0665
818,150818,287.1652
819,150819,119.49976
820,150820,884.28735
821,150821,800.1459
822,150822,417.55493
823,150823,232.40552
824,150824,144.5473
825,150825,268.5094
826,150826,313.48502
827,150827,632.2008
828,150828,49.182556
829,150829,597.0322
830,150830,99.68995
831,150831,182.22618
832,150832,616.8644
833,150833,313.89932
834,150834,826.3173
835,150835,310.6686
836,150836,1189.5018
837,150837,117.34582
838,150838,89.82224
839,150839,404.89105
840,150840,315.5374
841,150841,121.901596
842,150842,120.64531
843,150843,296.76642
844,150844,253.42986
845,150845,368.69702
846,150846,468.7337
847,150847,187.0892
848,150848,388.35666
849,150849,140.96306
850,150850,734.755
851,150851,412.46185
852,150852,452.57224
853,150853,240.97891
854,150854,270.4102
855,150855,263.40762
856,150856,145.3452
857,150857,124.058235
858,150858,62.48659
859,150859,322.04373
860,150860,150.27203
861,150861,119.40777
862,150862,175.0609
863,150863,334.72675
864,150864,286.87402
865,150865,116.49894
866,150866,69.968346
867,150867,623.96545
868,150868,368.49176
869,150869,264.63782
870,150870,201.08272
871,150871,341.40274
872,150872,173.04797
873,150873,284.3101
874,150874,94.003624
875,150875,261.51633
876,150876,157.68498
877,150877,93.13659
878,150878,238.98239
879,150879,919.12537
880,150880,116.84014
881,150881,69.32536
882,150882,1439.0677
883,150883,127.562904
884,150884,167.75024
885,150885,479.1247
886,150886,72.61437
887,150887,450.497
888,150888,141.26086
889,150889,132.86534
890,150890,465.8349
891,150891,351.1157
892,150892,126.950226
893,150893,172.99937
894,150894,597.5718
895,150895,116.84398
896,150896,305.84326
897,150897,864.33374
898,150898,682.6957
899,150899,155.85483
900,150900,452.6775
901,150901,398.77515
902,150902,91.48471
903,150903,1640.297
904,150904,145.92064
905,150905,120.85798
906,150906,861.2313
907,150907,84.46428
908,150908,318.74658
909,150909,124.29245
910,150910,80.57592
911,150911,556.57806
912,150912,575.4481
913,150913,406.90417
914,150914,301.71402
915,150915,214.54704
916,150916,207.63193
917,150917,518.9117
918,150918,379.39536
919,150919,135.16177
920,150920,201.28366
921,150921,158.84392
922,150922,296.76642
923,150923,186.86382
924,150924,559.65015
925,150925,68.66511
926,150926,214.59999
927,150927,227.39255
928,150928,1643.5438
929,150929,265.30554
930,150930,1069.0111
931,150931,513.70123
932,150932,90.65159
933,150933,2.8918438
934,150934,175.6457
935,150935,264.67877
936,150936,123.31923
937,150937,122.995094
938,150938,173.25398
939,150939,392.8968
940,150940,293.15115
941,150941,513.2993
942,150942,411.11075
943,150943,208.61629
944,150944,228.24918
945,150945,252.5581
946,150946,149.90355
947,150947,371.38336
948,150948,305.34732
949,150949,6618.4736
950,150950,462.87646
951,150951,403.95087
952,150952,265.97394
953,150953,185.71976
954,150954,415.0651
955,150955,502.6523
956,150956,251.88602
957,150957,1007.3612
958,150958,82.922905
959,150959,224.89645
960,150960,774.502
961,150961,217.75842
962,150962,-60.544014
963,150963,165.82373
964,150964,134.48029
965,150965,124.842384
966,150966,876.78436
967,150967,324.3469
968,150968,193.41565
969,150969,135.9679
970,150970,175.02222
971,150971,176.58905
972,150972,-171.59557
973,150973,759.85443
974,150974,330.136
975,150975,381.9219
976,150976,65.869934
977,150977,1059.3309
978,150978,69.28702
979,150979,89.3395
980,150980,276.59622
981,150981,157.20938
982,150982,638.55853
983,150983,171.4424
984,150984,299.94672
985,150985,2369.502
986,150986,406.7887
987,150987,226.71785
988,150988,184.0848
989,150989,662.9984
990,150990,244.68958
991,150991,336.52383
992,150992,115.89581
993,150993,122.12036
994,150994,146.86568
995,150995,260.19937
996,150996,119.06489
997,150997,368.6491
998,150998,312.78168
999,150999,259.62607
1000,151000,110.92779
1001,151001,70.284706
1002,151002,229.5672
1003,151003,69.48216
1004,151004,388.35666
1005,151005,131.3116
1006,151006,153.54128
1007,151007,220.79701
1008,151008,820.43567
1009,151009,125.66547
1010,151010,88.6207
1011,151011,328.05722
1012,151012,86.401245
1013,151013,770.93115
1014,151014,347.54785
1015,151015,151.29005
1016,151016,223.58878
1017,151017,157.465
1018,151018,264.33563
1019,151019,361.8325
1020,151020,181.73824
1021,151021,105.68078
1022,151022,92.704346
1023,151023,235.02129
1024,151024,397.13196
1025,151025,244.61314
1026,151026,342.0232
1027,151027,593.89935
1028,151028,222.1009
1029,151029,539.2515
1030,151030,507.73688
1031,151031,91.57792
1032,151032,79.87978
1033,151033,400.84586
1034,151034,261.20203
1035,151035,140.06645
1036,151036,120.136284
1037,151037,105.33879
1038,151038,1247.6898
1039,151039,113.9447
1040,151040,1212.3984
1041,151041,167.32785
1042,151042,81.15564
1043,151043,50.114838
1044,151044,306.38806
1045,151045,89.915855
1046,151046,-6.2250967
1047,151047,162.66855
1048,151048,382.9054
1049,151049,88.58136
1050,151050,229.34314
1051,151051,1102.7736
1052,151052,187.45375
1053,151053,379.48315
1054,151054,260.24094
1055,151055,91.08231
1056,151056,92.26457
1057,151057,498.13242
1058,151058,174.89928
1059,151059,642.1421
1060,151060,455.01367
1061,151061,221.65591
1062,151062,313.31766
1063,151063,815.1359
1064,151064,528.0861
1065,151065,104.09641
1066,151066,201.40541
1067,151067,723.4422
1068,151068,472.2213
1069,151069,90.799034
1070,151070,376.77145
1071,151071,385.00003
1072,151072,149.98875
1073,151073,236.68806
1074,151074,116.30456
1075,151075,89.915855
1076,151076,125.821915
1077,151077,141.80745
1078,151078,746.04895
1079,151079,262.115
1080,151080,278.1234
1081,151081,278.96744
1082,151082,240.88092
1083,151083,1073.8778
1084,151084,114.88698
1085,151085,154.31761
1086,151086,324.30157
1087,151087,1728.8461
1088,151088,113.9595
1089,151089,218.7872
1090,151090,341.58032
1091,151091,67.34415
1092,151092,149.76918
1093,151093,80.234726
1094,151094,928.99054
1095,151095,292.37595
1096,151096,217.86832
1097,151097,394.5846
1098,151098,120.71253
1099,151099,246.97336
1100,151100,212.01659
1101,151101,186.69649
1102,151102,1305.1373
1103,151103,690.7687
1104,151104,161.97398
1105,151105,89.79672
1106,151106,135.58206
1107,151107,1393.5563
1108,151108,173.25398
1109,151109,151.37581
1110,151110,228.4972
1111,151111,67.850876
1112,151112,95.73645
1113,151113,394.99777
1114,151114,70.377945
1115,151115,36.559925
1116,151116,342.82834
1117,151117,401.8056
1118,151118,164.45296
1119,151119,1622.5189
1120,151120,607.4871
1121,151121,392.336
1122,151122,264.1884
1123,151123,243.06294
1124,151124,504.4797
1125,151125,242.71231
1126,151126,732.29285
1127,151127,533.71234
1128,151128,476.51538
1129,151129,55.94981
1130,151130,486.46255
1131,151131,593.7771
1132,151132,361.81113
1133,151133,224.19429
1134,151134,202.9886
1135,151135,526.05194
1136,151136,303.36267
1137,151137,152.32741
1138,151138,1686.857
1139,151139,602.53815
1140,151140,386.45056
1141,151141,226.02614
1142,151142,578.6768
1143,151143,155.9846
1144,151144,147.07469
1145,151145,551.6232
1146,151146,701.9371
1147,151147,373.0461
1148,151148,114.82609
1149,151149,155.2525
1150,151150,255.4121
1151,151151,266.59525
1152,151152,261.67075
1153,151153,87.844086
1154,151154,295.4739
1155,151155,84.3918
1156,151156,964.10693
1157,151157,132.9422
1158,151158,285.8444
1159,151159,87.516525
1160,151160,86.561295
1161,151161,520.27716
1162,151162,94.697395
1163,151163,176.76286
1164,151164,89.10555
1165,151165,143.81125
1166,151166,402.28717
1167,151167,584.43396
1168,151168,261.8394
1169,151169,568.03796
1170,151170,390.03485
1171,151171,60.447342
1172,151172,134.91072
1173,151173,156.65956
1174,151174,132.67664
1175,151175,122.95634
1176,151176,240.91362
1177,151177,491.8794
1178,151178,114.47635
1179,151179,286.00034
1180,151180,478.6384
1181,151181,376.28708
1182,151182,121.24751
1183,151183,302.9641
1184,151184,205.8526
1185,151185,447.2142
1186,151186,124.19919
1187,151187,239.26498
1188,151188,706.18384
1189,151189,505.16965
1190,151190,253.8674
1191,151191,149.25655
1192,151192,281.33905
1193,151193,136.61513
1194,151194,152.28162
1195,151195,112.74255
1196,151196,274.3779
1197,151197,251.70758
1198,151198,91.326706
1199,151199,353.03366
1200,151200,383.13135
1201,151201,178.16298
1202,151202,114.661896
1203,151203,162.31566
1204,151204,765.42456
1205,151205,2494.1191
1206,151206,793.0726
1207,151207,875.40894
1208,151208,813.7416
1209,151209,81.857216
1210,151210,120.017784
1211,151211,316.2567
1212,151212,395.3273
1213,151213,-47.04301
1214,151214,771.53326
1215,151215,263.51025
1216,151216,-151.81717
1217,151217,66.384186
1218,151218,89.80431
1219,151219,495.4147
1220,151220,121.574
1221,151221,269.31635
1222,151222,120.956314
1223,151223,1614.1346
1224,151224,609.12463
1225,151225,145.5278
1226,151226,118.87646
1227,151227,648.2744
1228,151228,300.5593
1229,151229,90.40638
1230,151230,374.87314
1231,151231,253.27051
1232,151232,833.09064
1233,151233,338.75055
1234,151234,449.30524
1235,151235,476.536
1236,151236,213.57909
1237,151237,-10.255648
1238,151238,153.14372
1239,151239,227.55789
1240,151240,160.90611
1241,151241,467.16937
1242,151242,-42.883305
1243,151243,751.0824
1244,151244,377.50085
1245,151245,904.8149
1246,151246,256.22363
1247,151247,677.0094
1248,151248,125.79307
1249,151249,315.91113
1250,151250,269.23126
1251,151251,117.72103
1252,151252,291.88818
1253,151253,245.38718
1254,151254,90.72597
1255,151255,362.62833
1256,151256,210.4484
1257,151257,218.9061
1258,151258,834.6226
1259,151259,132.4534
1260,151260,768.9903
1261,151261,514.33496
1262,151262,1818.4366
1263,151263,381.92426
1264,151264,351.55176
1265,151265,115.76415
1266,151266,229.26804
1267,151267,94.67139
1268,151268,209.25146
1269,151269,145.01266
1270,151270,116.176575
1271,151271,182.24664
1272,151272,381.4696
1273,151273,69.102776
1274,151274,891.21246
1275,151275,876.5333
1276,151276,249.65656
1277,151277,595.4674
1278,151278,440.65356
1279,151279,97.65547
1280,151280,89.915855
1281,151281,118.98824
1282,151282,316.43317
1283,151283,79.996544
1284,151284,124.23845
1285,151285,384.4812
1286,151286,525.23303
1287,151287,167.75705
1288,151288,629.7419
1289,151289,573.006
1290,151290,298.598
1291,151291,95.734764
1292,151292,605.89343
1293,151293,176.08736
1294,151294,720.4797
1295,151295,110.62266
1296,151296,261.81174
1297,151297,305.69904
1298,151298,124.36483
1299,151299,160.12547
1300,151300,538.5544
1301,151301,115.937775
1302,151302,798.00964
1303,151303,116.882324
1304,151304,92.534515
1305,151305,141.75375
1306,151306,493.67
1307,151307,373.64914
1308,151308,233.13264
1309,151309,389.62228
1310,151310,203.03403
1311,151311,89.87718
1312,151312,199.16924
1313,151313,86.10856
1314,151314,127.6613
1315,151315,109.30888
1316,151316,613.0783
1317,151317,1093.6508
1318,151318,531.7486
1319,151319,694.2996
1320,151320,187.21759
1321,151321,1485.2908
1322,151322,1984.7944
1323,151323,160.9764
1324,151324,-29.389513
1325,151325,124.01386
1326,151326,165.74217
1327,151327,217.0555
1328,151328,87.683655
1329,151329,87.30286
1330,151330,228.35176
1331,151331,388.1314
1332,151332,168.03673
1333,151333,1459.0594
1334,151334,390.13235
1335,151335,1008.8381
1336,151336,604.3184
1337,151337,270.0174
1338,151338,516.20544
1339,151339,327.17642
1340,151340,657.1023
1341,151341,299.8061
1342,151342,176.82684
1343,151343,645.83514
1344,151344,152.98268
1345,151345,269.52808
1346,151346,1156.0857
1347,151347,308.76938
1348,151348,335.12222
1349,151349,175.78575
1350,151350,249.52806
1351,151351,214.18881
1352,151352,172.57501
1353,151353,150.83345
1354,151354,215.2235
1355,151355,146.21405
